xflr5 v6.10.03

Wing name :        bennettwing800
Wing polar name :  T1-40.0 m/s-VLM1
Freestream speed :  40.000 m/s


   alpha      CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -2.000   0.326293   0.002808   0.020817   0.023625  -0.000000  -0.000000  -0.090890   0.000000   0.000000   40.0000    -0.0339
   -1.500   0.370727   0.003580   0.018068   0.021648  -0.000000   0.000000  -0.081808   0.000000   0.000000   40.0000    -0.0625
   -1.000   0.415104   0.004448   0.014669   0.019117  -0.000000   0.000000  -0.072677   0.000000   0.000000   40.0000    -0.0850
   -0.500   0.459416   0.005411   0.011995   0.017406  -0.000000  -0.000000  -0.063569   0.000000   0.000000   40.0000    -0.1032
    0.000   0.503655   0.006468   0.010792   0.017260  -0.000000  -0.000000  -0.054518   0.000000  -0.000000   40.0000    -0.1181
    0.500   0.547812   0.007619   0.010444   0.018064  -0.000000   0.000000  -0.045491   0.000000   0.000000   40.0000    -0.1307
    1.000   0.591879   0.008864   0.010404   0.019267  -0.000000  -0.000000  -0.036461   0.000000   0.000000   40.0000    -0.1414
    1.500   0.635847   0.010200   0.010409   0.020609  -0.000000  -0.000000  -0.027422  -0.000000  -0.000000   40.0000    -0.1507
    2.000   0.679709   0.011629   0.010432   0.022061  -0.000000  -0.000000  -0.018374  -0.000000   0.000000   40.0000    -0.1587
    2.500   0.723456   0.013147   0.010474   0.023621  -0.000000  -0.000000  -0.009322   0.000000   0.000000   40.0000    -0.1658
    3.000   0.767081   0.014756   0.010487   0.025243  -0.000000  -0.000000  -0.000267  -0.000000  -0.000000   40.0000    -0.1721
    3.500   0.810574   0.016453   0.010486   0.026939  -0.000000  -0.000000   0.008788   0.000000   0.000000   40.0000    -0.1777
    4.000   0.853929   0.018238   0.010460   0.028698   0.000000  -0.000000   0.017841   0.000000   0.000000   40.0000    -0.1828
    4.500   0.897137   0.020109   0.010459   0.030568  -0.000000   0.000000   0.026889  -0.000000  -0.000000   40.0000    -0.1874
    5.000   0.940191   0.022065   0.010471   0.032536   0.000000  -0.000000   0.035929   0.000000   0.000000   40.0000    -0.1916
    5.500   0.983082   0.024105   0.010494   0.034599  -0.000000  -0.000000   0.044959   0.000000  -0.000000   40.0000    -0.1955
    6.000   1.025803   0.026228   0.010528   0.036756  -0.000000  -0.000000   0.053975  -0.000000  -0.000000   40.0000    -0.1990
    6.500   1.068346   0.028431   0.010594   0.039025  -0.000000   0.000000   0.062975  -0.000000  -0.000000   40.0000    -0.2023
    7.000   1.110704   0.030714   0.010770   0.041484  -0.000000  -0.000000   0.071956  -0.000000  -0.000000   40.0000    -0.2054
    7.500   1.152869   0.033075   0.011052   0.044127  -0.000000  -0.000000   0.080915  -0.000000  -0.000000   40.0000    -0.2082
    8.000   1.194834   0.035512   0.011392   0.046904   0.000000  -0.000000   0.089849   0.000000   0.000000   40.0000    -0.2109


