xflr5 v6.10.03

Wing name :        bennettwing400
Wing polar name :  T1-40.0 m/s-VLM2
Freestream speed :  40.000 m/s


   alpha      CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -2.000   0.332801   0.002778   0.020480   0.023259   0.000000   0.000000  -0.120389  -0.000000  -0.000000   40.0000     0.1203
   -1.500   0.378017   0.003561   0.017528   0.021089   0.000000   0.000000  -0.115175   0.000000  -0.000000   40.0000     0.0920
   -1.000   0.423179   0.004442   0.014006   0.018448   0.000000   0.000000  -0.109911   0.000000  -0.000000   40.0000     0.0699
   -0.500   0.468280   0.005419   0.011666   0.017085   0.000000   0.000000  -0.104684  -0.000000  -0.000000   40.0000     0.0519
    0.000   0.513311   0.006494   0.010714   0.017208   0.000000   0.000000  -0.099498  -0.000000  -0.000000   40.0000     0.0372
    0.500   0.558264   0.007664   0.010478   0.018142   0.000000   0.000000  -0.094320  -0.000000  -0.000000   40.0000     0.0248
    1.000   0.603129   0.008930   0.010456   0.019387   0.000000   0.000000  -0.089129  -0.000000  -0.000000   40.0000     0.0143
    1.500   0.647899   0.010291   0.010453   0.020744   0.000000   0.000000  -0.083918  -0.000000   0.000000   40.0000     0.0052
    2.000   0.692565   0.011746   0.010466   0.022212   0.000000   0.000000  -0.078687   0.000000   0.000000   40.0000    -0.0027
    2.500   0.737118   0.013294   0.010473   0.023767   0.000000   0.000000  -0.073440   0.000000   0.000000   40.0000    -0.0097
    3.000   0.781551   0.014934   0.010467   0.025400   0.000000   0.000000  -0.068176   0.000000   0.000000   40.0000    -0.0158
    3.500   0.825856   0.016665   0.010453   0.027117   0.000000   0.000000  -0.062898   0.000000   0.000000   40.0000    -0.0213
    4.000   0.870023   0.018486   0.010438   0.028924   0.000000   0.000000  -0.057607   0.000000   0.000000   40.0000    -0.0262
    4.500   0.914046   0.020396   0.010450   0.030847   0.000000   0.000000  -0.052306   0.000000   0.000000   40.0000    -0.0307
    5.000   0.957915   0.022395   0.010472   0.032867   0.000000   0.000000  -0.046995   0.000000   0.000000   40.0000    -0.0348
    5.500   1.001624   0.024479   0.010500   0.034979   0.000000   0.000000  -0.041676   0.000000   0.000000   40.0000    -0.0385
    6.000   1.045163   0.026649   0.010552   0.037201   0.000000   0.000000  -0.036352   0.000000   0.000000   40.0000    -0.0419
    6.500   1.088525   0.028902   0.010692   0.039594   0.000000   0.000000  -0.031024   0.000000   0.000000   40.0000    -0.0450
    7.000   1.131703   0.031238   0.010932   0.042170   0.000000   0.000000  -0.025695   0.000000   0.000000   40.0000    -0.0479
    7.500   1.174689   0.033655   0.011246   0.044901   0.000000   0.000000  -0.020367   0.000000   0.000000   40.0000    -0.0506
    8.000   1.217474   0.036150   0.011595   0.047745   0.000000   0.000000  -0.015039   0.000000   0.000000   40.0000    -0.0531


